NomeCat,IDProduto,CodProd,NomeProd,Peso,Descricao,DescrLonga,Estoque,EstoqueMinimo,Disponivel,ICMS,Custo,Preco,PrecoProm
"Polpas de frutas",2517434,"","Polpa jaboticaba",100,"Cooperativa Agroextrativista Grande Sertão
Sede em Montes Claros – MG, porém com atuação em toda região do Norte de MG.","Cooperativa Agroextrativista Grande Sertão
Sede em Montes Claros – MG, porém com atuação em toda região do Norte de MG.
Polpas de fruta congelada: araçá, cajá, coquinho azedo, mangaba, maracujá nativo, panã/araticum, seriguela, tamarindo, acerola, abacaxi, goiaba, manga e maracujá. Pequi congelado, óleo de pequi, polpa de pequi em conserva, rapadurinha, açúcar mascavo, mel (apis), arroz de pilão, farinha de mandioca",10,0,False,0,0,0.8,0
"Produtos de limpeza",2503719,"","Detergente 250ml",300,"Associação de Pequenos Trabalhadores Rurais de Riacho D’anta e Adjacências
Montes Claros – MG","Associação de Pequenos Trabalhadores Rurais de Riacho D’anta e Adjacências
Montes Claros – MG
Óleo de macaúba prensado a frio (castanha e polpa) Carvão de casca de macaúba,, torta da polpa e da semente de macaúba, óleo de pequi, pequi congelado, óleo de algodão, sabonete de óleo de coco de macaúba e sabão em barra",0,0,False,0,0,3,0
"Produtos de limpeza",2503732,"","Sabão barra de coco macaúba escuro",1100,"Associação de Pequenos Trabalhadores Rurais de Riacho D’anta e Adjacências
Montes Claros – Mg","Associação de Pequenos Trabalhadores Rurais de Riacho D’anta e Adjacências
Montes Claros – MG
Óleo de macaúba prensado a frio (castanha e polpa) Carvão de casca de macaúba,, torta da polpa e da semente de macaúba, óleo de pequi, pequi congelado, óleo de algodão, sabonete de óleo de coco de macaúba e sabão em barra",0,0,True,0,0,14,0
"Produtos de limpeza",2503734,"","Sabão cremoso 2 litros",4000,"Associação de Pequenos Trabalhadores Rurais de Riacho D’anta e Adjacências
Montes Claros – MG","Associação de Pequenos Trabalhadores Rurais de Riacho D’anta e Adjacências
Montes Claros – MG
Óleo de macaúba prensado a frio (castanha e polpa) Carvão de casca de macaúba,, torta da polpa e da semente de macaúba, óleo de pequi, pequi congelado, óleo de algodão, sabonete de óleo de coco de macaúba e sabão em barra",0,0,False,0,0,6,0
"Produtos de limpeza",2503733,"","Sabão em barra de coco macaúba claro - 200g",1000,"Sabão em barra de coco macaúba claro glicerinado - 5 unidades
Associação de Pequenos Trabalhadores Rurais de Riacho D’anta e Adjacências
Montes Claros – MG","Sabão em barra de coco macaúba claro glicerinado - 5 unidades
Associação de Pequenos Trabalhadores Rurais de Riacho D’anta e Adjacências
Montes Claros – MG
Óleo de macaúba prensado a frio (castanha e polpa) Carvão de casca de macaúba,, torta da polpa e da semente de macaúba, óleo de pequi, pequi congelado, óleo de algodão, sabonete de óleo de coco de macaúba e sabão em barra",0,0,True,170,0,14,0
"Produtos de limpeza",4903105,"","Sabão em pasta de coco macaúba - 500g",500,"Sabão em barra de coco macaúba claro glicerinado - 5 unidades
Associação de Pequenos Trabalhadores Rurais de Riacho D’anta e Adjacências
Montes Claros – MG","Sabão em barra de coco macaúba claro glicerinado - 5 unidades
Associação de Pequenos Trabalhadores Rurais de Riacho D’anta e Adjacências
Montes Claros – MG
Óleo de macaúba prensado a frio (castanha e polpa) Carvão de casca de macaúba,, torta da polpa e da semente de macaúba, óleo de pequi, pequi congelado, óleo de algodão, sabonete de óleo de coco de macaúba e sabão em barra",0,0,True,0,0,9,0
"Produtos de limpeza",5183648,"","Sabão em Pó de Coco Macaúba",1100,"Limpa, clareia e amacia suas roupas

Associação de Pequenos Trabalhadores Rurais de Riacho D’anta e Adjacências
Montes Claros – Mg","Composição: Hidróxido de Sódio, Água e Óleo da Semente de Coco Macaúba.

Associação de Pequenos Trabalhadores Rurais de Riacho D’anta e Adjacências
Montes Claros – MG
Óleo de macaúba prensado a frio (castanha e polpa) Carvão de casca de macaúba,, torta da polpa e da semente de macaúba, óleo de pequi, pequi congelado, óleo de algodão, sabonete de óleo de coco de macaúba e sabão em barra",0,0,True,0,0,20,0
"Produtos de limpeza",2503735,"","Sabão líquido 2 litros",4000,"Associação de Pequenos Trabalhadores Rurais de Riacho D’anta e Adjacências
Montes Claros – MG","Associação de Pequenos Trabalhadores Rurais de Riacho D’anta e Adjacências
Montes Claros – MG
Óleo de macaúba prensado a frio (castanha e polpa) Carvão de casca de macaúba,, torta da polpa e da semente de macaúba, óleo de pequi, pequi congelado, óleo de algodão, sabonete de óleo de coco de macaúba e sabão em barra",0,0,False,0,0,6,0
"Produtos de limpeza",2503728,"","Shampoo automotivo 2 L",4000,"Associação de Pequenos Trabalhadores Rurais de Riacho D’anta e Adjacências
Montes Claros – MG","Associação de Pequenos Trabalhadores Rurais de Riacho D’anta e Adjacências
Montes Claros – MG
Óleo de macaúba prensado a frio (castanha e polpa) Carvão de casca de macaúba,, torta da polpa e da semente de macaúba, óleo de pequi, pequi congelado, óleo de algodão, sabonete de óleo de coco de macaúba e sabão em barra",0,0,False,0,0,8,0
"Produtos de limpeza",2503737,"","Shampoo de coco macaúba 250ml",500,"Associação de Pequenos Trabalhadores Rurais de Riacho D’anta e Adjacências
Montes Claros – MG","Associação de Pequenos Trabalhadores Rurais de Riacho D’anta e Adjacências
Montes Claros – MG
Óleo de macaúba prensado a frio (castanha e polpa) Carvão de casca de macaúba,, torta da polpa e da semente de macaúba, óleo de pequi, pequi congelado, óleo de algodão, sabonete de óleo de coco de macaúba e sabão em barra",0,0,False,0,0,5,0
"Tecelagens",2466574,"","Bolsa de Fibras Naturais",200,"CEPPEC – Centro de Produção, Pesquisa e Capacitação do Cerrado
Nioaque – MS","CEPPEC – Centro de Produção, Pesquisa e Capacitação do Cerrado
Nioaque – MS
Tecelagem de algodão, lã e anafaia com tingimento natural e fibras e vegetais – Bolsas femininas, Bolas/pastas promocionais para eventos, capa para pastas, mantas, cachecol, jogos americano, tapetes, saias, chapéu/gorros, etc.
Castanha de baru, farinha de jatobá e pequi",10,0,False,0,0,10,0
